Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
ga <obj zavezniki <nsubj bombardirali	ga	zavezniki	bombardirali	1	13.1	ABC	"pattern {C [form=""bombardirali""]; A [form=""ga""]; B [form=""zavezniki""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22bombardirali%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20B%20%5Bform%3D%22zavezniki%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	bombardirali
ga <obj čakajo >nsubj situacije	ga	čakajo	situacije	1	13.1	ABC	"pattern {B [form=""čakajo""]; A [form=""ga""]; C [form=""situacije""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22%C4%8Dakajo%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22situacije%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	čakajo
galaksija <nsubj pojedla >obj drugo	galaksija	pojedla	drugo	1	13.1	ABC	"pattern {B [form=""pojedla""]; A [form=""galaksija""]; C [form=""drugo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pojedla%22%5D%3B%20A%20%5Bform%3D%22galaksija%22%5D%3B%20C%20%5Bform%3D%22drugo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pojedla
garmin <nsubj jih <obj pelje	garmin	jih	pelje	1	13.1	ABC	"pattern {C [form=""pelje""]; A [form=""garmin""]; B [form=""jih""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pelje%22%5D%3B%20A%20%5Bform%3D%22garmin%22%5D%3B%20B%20%5Bform%3D%22jih%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pelje
gospod <nsubj izpostavil >obj vprašanje	gospod	izpostavil	vprašanje	1	13.1	ABC	"pattern {B [form=""izpostavil""]; A [form=""gospod""]; C [form=""vprašanje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22izpostavil%22%5D%3B%20A%20%5Bform%3D%22gospod%22%5D%3B%20C%20%5Bform%3D%22vpra%C5%A1anje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izpostavil
gospod <nsubj plačala >obj kredite	gospod	plačala	kredite	1	13.1	ABC	"pattern {B [form=""plačala""]; A [form=""gospod""]; C [form=""kredite""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pla%C4%8Dala%22%5D%3B%20A%20%5Bform%3D%22gospod%22%5D%3B%20C%20%5Bform%3D%22kredite%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	plačala
hrano <obj jaz <nsubj pripravljam	hrano	jaz	pripravljam	1	13.1	ABC	"pattern {C [form=""pripravljam""]; A [form=""hrano""]; B [form=""jaz""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pripravljam%22%5D%3B%20A%20%5Bform%3D%22hrano%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pripravljam
ima >nsubj Bog >obj smisel	ima	Bog	smisel	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""Bog""]; C [form=""smisel""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22Bog%22%5D%3B%20C%20%5Bform%3D%22smisel%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj dejavnost >obj učinke	ima	dejavnost	učinke	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""dejavnost""]; C [form=""učinke""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22dejavnost%22%5D%3B%20C%20%5Bform%3D%22u%C4%8Dinke%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj epidemija >obj posledico	ima	epidemija	posledico	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""epidemija""]; C [form=""posledico""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22epidemija%22%5D%3B%20C%20%5Bform%3D%22posledico%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj gospa >obj številko	ima	gospa	številko	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""gospa""]; C [form=""številko""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22gospa%22%5D%3B%20C%20%5Bform%3D%22%C5%A1tevilko%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj ljudi >obj Facebook	ima	ljudi	Facebook	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""ljudi""]; C [form=""Facebook""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22ljudi%22%5D%3B%20C%20%5Bform%3D%22Facebook%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj posameznik >obj naslov	ima	posameznik	naslov	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""posameznik""]; C [form=""naslov""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22posameznik%22%5D%3B%20C%20%5Bform%3D%22naslov%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj pridelava >obj posledice	ima	pridelava	posledice	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""pridelava""]; C [form=""posledice""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22pridelava%22%5D%3B%20C%20%5Bform%3D%22posledice%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj to >obj veze	ima	to	veze	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""to""]; C [form=""veze""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20%5Bform%3D%22veze%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj vsak >obj zgodbo	ima	vsak	zgodbo	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""vsak""]; C [form=""zgodbo""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22vsak%22%5D%3B%20C%20%5Bform%3D%22zgodbo%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
ima >nsubj vse >obj okus	ima	vse	okus	1	13.1	ABC	"pattern {A [form=""ima""]; B [form=""vse""]; C [form=""okus""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%22%5D%3B%20B%20%5Bform%3D%22vse%22%5D%3B%20C%20%5Bform%3D%22okus%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	ima
imajo >nsubj Italijani >obj to	imajo	Italijani	to	1	13.1	ABC	"pattern {A [form=""imajo""]; B [form=""Italijani""]; C [form=""to""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imajo%22%5D%3B%20B%20%5Bform%3D%22Italijani%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imajo
imajo >nsubj otroci >obj priložnosti	imajo	otroci	priložnosti	1	13.1	ABC	"pattern {A [form=""imajo""]; B [form=""otroci""]; C [form=""priložnosti""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imajo%22%5D%3B%20B%20%5Bform%3D%22otroci%22%5D%3B%20C%20%5Bform%3D%22prilo%C5%BEnosti%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imajo
imajo >nsubj vsi >obj cajt	imajo	vsi	cajt	1	13.1	ABC	"pattern {A [form=""imajo""]; B [form=""vsi""]; C [form=""cajt""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imajo%22%5D%3B%20B%20%5Bform%3D%22vsi%22%5D%3B%20C%20%5Bform%3D%22cajt%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imajo
imajo >nsubj škratje >obj moči	imajo	škratje	moči	1	13.1	ABC	"pattern {A [form=""imajo""]; B [form=""škratje""]; C [form=""moči""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imajo%22%5D%3B%20B%20%5Bform%3D%22%C5%A1kratje%22%5D%3B%20C%20%5Bform%3D%22mo%C4%8Di%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imajo
imajo >obj čas >nsubj prebivalci	imajo	čas	prebivalci	1	13.1	ABC	"pattern {A [form=""imajo""]; B [form=""čas""]; C [form=""prebivalci""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imajo%22%5D%3B%20B%20%5Bform%3D%22%C4%8Das%22%5D%3B%20C%20%5Bform%3D%22prebivalci%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imajo
imam >nsubj jaz >obj obveznosti	imam	jaz	obveznosti	1	13.1	ABC	"pattern {A [form=""imam""]; B [form=""jaz""]; C [form=""obveznosti""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imam%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22obveznosti%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imam
imata >nsubj vidva >obj mene	imata	vidva	mene	1	13.1	ABC	"pattern {A [form=""imata""]; B [form=""vidva""]; C [form=""mene""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imata%22%5D%3B%20B%20%5Bform%3D%22vidva%22%5D%3B%20C%20%5Bform%3D%22mene%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imata
imate >nsubj vi >obj Belokranjce	imate	vi	Belokranjce	1	13.1	ABC	"pattern {A [form=""imate""]; B [form=""vi""]; C [form=""Belokranjce""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imate%22%5D%3B%20B%20%5Bform%3D%22vi%22%5D%3B%20C%20%5Bform%3D%22Belokranjce%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imate
imate >nsubj vi >obj vrste	imate	vi	vrste	1	13.1	ABC	"pattern {A [form=""imate""]; B [form=""vi""]; C [form=""vrste""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imate%22%5D%3B%20B%20%5Bform%3D%22vi%22%5D%3B%20C%20%5Bform%3D%22vrste%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imate
imaš >nsubj ti >obj dela	imaš	ti	dela	1	13.1	ABC	"pattern {A [form=""imaš""]; B [form=""ti""]; C [form=""dela""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%C5%A1%22%5D%3B%20B%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22dela%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imaš
imaš >nsubj ti >obj prednost	imaš	ti	prednost	1	13.1	ABC	"pattern {A [form=""imaš""]; B [form=""ti""]; C [form=""prednost""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%C5%A1%22%5D%3B%20B%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22prednost%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imaš
imaš >nsubj ti >obj slike	imaš	ti	slike	1	13.1	ABC	"pattern {A [form=""imaš""]; B [form=""ti""]; C [form=""slike""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%C5%A1%22%5D%3B%20B%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22slike%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imaš
imaš >nsubj ti >obj table	imaš	ti	table	1	13.1	ABC	"pattern {A [form=""imaš""]; B [form=""ti""]; C [form=""table""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22ima%C5%A1%22%5D%3B%20B%20%5Bform%3D%22ti%22%5D%3B%20C%20%5Bform%3D%22table%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imaš
imel >nsubj center >obj postelj	imel	center	postelj	1	13.1	ABC	"pattern {A [form=""imel""]; B [form=""center""]; C [form=""postelj""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imel%22%5D%3B%20B%20%5Bform%3D%22center%22%5D%3B%20C%20%5Bform%3D%22postelj%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imel
imela >nsubj jaz >obj isto	imela	jaz	isto	1	13.1	ABC	"pattern {A [form=""imela""]; B [form=""jaz""]; C [form=""isto""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imela%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22isto%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imela
imela >obj besedo >nsubj [name:personal]	imela	besedo	[name:personal]	1	13.1	ABC	"pattern {A [form=""imela""]; B [form=""besedo""]; C [form=""[name:personal]""]; A -[obj]-> B; A -[nsubj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imela%22%5D%3B%20B%20%5Bform%3D%22besedo%22%5D%3B%20C%20%5Bform%3D%22%5Bname%3Apersonal%5D%22%5D%3B%20A%20-%5Bobj%5D-%3E%20B%3B%20A%20-%5Bnsubj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imela
imeli >nsubj družine >obj ostanek	imeli	družine	ostanek	1	13.1	ABC	"pattern {A [form=""imeli""]; B [form=""družine""]; C [form=""ostanek""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BA%20%5Bform%3D%22imeli%22%5D%3B%20B%20%5Bform%3D%22dru%C5%BEine%22%5D%3B%20C%20%5Bform%3D%22ostanek%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	imeli
informacije <obj bolnik <nsubj dobi	informacije	bolnik	dobi	1	13.1	ABC	"pattern {C [form=""dobi""]; A [form=""informacije""]; B [form=""bolnik""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22dobi%22%5D%3B%20A%20%5Bform%3D%22informacije%22%5D%3B%20B%20%5Bform%3D%22bolnik%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	dobi
inteligenca <nsubj nadgradi >obj sisteme	inteligenca	nadgradi	sisteme	1	13.1	ABC	"pattern {B [form=""nadgradi""]; A [form=""inteligenca""]; C [form=""sisteme""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22nadgradi%22%5D%3B%20A%20%5Bform%3D%22inteligenca%22%5D%3B%20C%20%5Bform%3D%22sisteme%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nadgradi
interesi <nsubj ustvarjajo >obj razred	interesi	ustvarjajo	razred	1	13.1	ABC	"pattern {B [form=""ustvarjajo""]; A [form=""interesi""]; C [form=""razred""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ustvarjajo%22%5D%3B%20A%20%5Bform%3D%22interesi%22%5D%3B%20C%20%5Bform%3D%22razred%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ustvarjajo
internet <nsubj mi <obj pretekel	internet	mi	pretekel	1	13.1	ABC	"pattern {C [form=""pretekel""]; A [form=""internet""]; B [form=""mi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pretekel%22%5D%3B%20A%20%5Bform%3D%22internet%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pretekel
inšpektor <nsubj dobil >obj policista	inšpektor	dobil	policista	1	13.1	ABC	"pattern {B [form=""dobil""]; A [form=""inšpektor""]; C [form=""policista""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dobil%22%5D%3B%20A%20%5Bform%3D%22in%C5%A1pektor%22%5D%3B%20C%20%5Bform%3D%22policista%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobil
isto <obj mi <nsubj delamo	isto	mi	delamo	1	13.1	ABC	"pattern {C [form=""delamo""]; A [form=""isto""]; B [form=""mi""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22delamo%22%5D%3B%20A%20%5Bform%3D%22isto%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	delamo
izdelkov <nsubj ima >obj ta	izdelkov	ima	ta	1	13.1	ABC	"pattern {B [form=""ima""]; A [form=""izdelkov""]; C [form=""ta""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22izdelkov%22%5D%3B%20C%20%5Bform%3D%22ta%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
izvajalec <nsubj podatke <obj obravnava	izvajalec	podatke	obravnava	1	13.1	ABC	"pattern {C [form=""obravnava""]; A [form=""izvajalec""]; B [form=""podatke""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22obravnava%22%5D%3B%20A%20%5Bform%3D%22izvajalec%22%5D%3B%20B%20%5Bform%3D%22podatke%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	obravnava
javnost <nsubj kodifikacijo <obj uresničuje	javnost	kodifikacijo	uresničuje	1	13.1	ABC	"pattern {C [form=""uresničuje""]; A [form=""javnost""]; B [form=""kodifikacijo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22uresni%C4%8Duje%22%5D%3B%20A%20%5Bform%3D%22javnost%22%5D%3B%20B%20%5Bform%3D%22kodifikacijo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	uresničuje
